類別,科目代碼,科目名稱,學分,成績,,,
專必,4100002,計算機概論（二）,3,66,專業必修,18,
專必,4101009,計算機概論實習（一）,1,80,專選,0,
專必,4101008,計算機概論實習（二）,1,67,通識教育,22,
專必,4101031,程式設計（一）,3,78,資訊能力,無,
專必,4101012,資訊概論,2,60,英文能力,無,
專必,4102160,物件導向程式設計,3,67,,,
專必,4102100,數位系統導論,3,60,,,
專必,4102130,數位系統導論實驗,1,69,,,
專必,4102003,數位電子學實驗,1,85,,,
通識,7101126,中國語文知識及其應用（中國人生哲學）,2,75,,,
通識,7101084,中國語文知識及其應用（文學閱讀與習作）,2,80,,,
通識,7102002,現代英語閱讀,2,65,,,
通識,7401002,心理學緒論,2,72,,,
通識,7403001,政治學,2,87,,,
通識,7403013,公民不服從,2,75,,,
通識,7404012,職場與法律,2,80,,,
通識,7405006,生活經濟學,3,65,,,
通識,7405012,企業經濟學,3,71,,,
通識,7406009,企業概論,2,90,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
