類別,科目代碼,科目名稱,學分,成績,,,
專必,2101002,微積分（二）,4,67,專業必修,43,
專必,4101009,計算機概論實習（一）,1,77,專選,0,
專必,4101031,程式設計（一）,3,72,通識教育,28,
專必,4101032,程式設計（二）,3,67,資訊能力,無,
專必,4101034,程式設計實習（二）,1,65,英文能力,無,
專必,4101012,資訊概論,2,71,,,
專必,4101155,線性代數,3,60,,,
專必,4101013,機率論,3,73,,,
專必,4102090,工程數學,3,69,,,
專必,4102160,物件導向程式設計,3,66,,,
專必,4102068,計算方法概論,3,76,,,
專必,4102050,組合語言,3,68,,,
專必,4102100,數位系統導論,3,71,,,
專必,4102130,數位系統導論實驗,1,60,,,
專必,4102001,數位電子學,3,80,,,
專必,4102003,數位電子學實驗,1,89,,,
專必,4102085,離散數學,3,64,,,
通識,7101104,中國語文知識及其應用（民間文學選讀）,2,83,,,
通識,7101085,中國語文知識及其應用（易經導讀）,2,85,,,
通識,7102001,英語聽講,2,67,,,
通識,7102002,現代英語閱讀,2,69,,,
通識,7304007,西洋音樂史,2,82,,,
通識,7304023,造形藝術與設計,2,67,,,
通識,7304012,漫遊聲樂的世界,2,86,,,
通識,7401010,法律與犯罪心理學,2,94,,,
通識,7403002,憲法與政府,2,82,,,
通識,7404013,所得稅法,2,68,,,
通識,7404005,憲法-政府組織,2,79,,,
通識,7404012,職場與法律,2,89,,,
通識,7502002,今日化工,2,79,,,
通識,7501018,今日汽車,2,68,,,
